"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "JSON", "HTML", "XML", "Markdown", "TypeScript JSX", "CSS", "comment", "blank", "total"
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/ProductFilter/index.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/SectionTitle/SectionTitle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 4, 36
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/SectionTitle/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Stepper/Stepper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 13, 91
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/Stepper/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Elements/index.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/home/mcs/Workspace/react/tech-heim/src/components/Layouts/DefaultLayout/DefaultLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 2, 16
"/home/mcs/Workspace/react/tech-heim/src/components/Layouts/DefaultLayout/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Layouts/Footer/Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 2, 16
"/home/mcs/Workspace/react/tech-heim/src/components/Layouts/Footer/components/MainFooter/MainFooter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 10
"/home/mcs/Workspace/react/tech-heim/src/components/Layouts/Footer/components/MainFooter/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/mcs/Workspace/react/tech-heim/src/components/Layouts/Footer/components/MainFooterContent/MainFooterContent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 3, 26
"/home/mcs/Workspace/react/tech-heim/src/components/Layouts/Footer/components/MainFooterContent/index.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
